Time,Kierunek wiatru,Opad atmosferyczny,Podmuchy wiatru,Pogoda,Prędkość wiatru,Siła wiatru,Temperatura,Widoczność,Wilgotność,Zachmurzenie
2019-05-02 22:00:00,WSW,0.0,29.6,Bezchmurnie,19.2,258.0,7.8,10.0,85.0,19.0
2019-05-02 23:00:00,WSW,0.0,30.1,Częściowe zachmurzenie,19.0,256.0,7.5,10.0,86.0,22.0
2019-05-03 00:00:00,WSW,0.0,30.6,Częściowe zachmurzenie,18.7,254.0,7.2,10.0,87.0,25.0
2019-05-03 01:00:00,WSW,0.0,28.6,Częściowe zachmurzenie,17.9,254.0,7.2,10.0,87.0,35.0
2019-05-03 02:00:00,WSW,0.0,26.5,Częściowe zachmurzenie,17.0,254.0,7.1,10.0,88.0,44.0
2019-05-03 03:00:00,WSW,0.0,24.5,Częściowe zachmurzenie,16.2,254.0,7.1,10.0,88.0,54.0
2019-05-03 04:00:00,W,0.0,23.5,Częściowe zachmurzenie,16.2,260.0,7.7,7.3,88.0,69.0
2019-05-03 05:00:00,W,0.2,22.6,Lekka mżawka,16.2,265.0,8.2,4.7,88.0,85.0
2019-05-03 06:00:00,W,0.3,21.6,Lekka mżawka,16.2,271.0,8.8,2.0,88.0,100.0
2019-05-03 07:00:00,W,0.1,22.1,Lekka mżawka,17.0,272.0,9.1,4.3,81.0,88.0
2019-05-03 08:00:00,W,0.3,22.6,Lekki deszcz,17.9,274.0,9.3,6.7,74.0,75.0
2019-05-03 09:00:00,W,0.4,23.0,Lekki deszcz,18.7,276.0,9.6,9.0,67.0,63.0
2019-05-03 10:00:00,W,0.2,23.3,Lekki deszcz,19.2,275.0,10.6,9.3,60.0,64.0
2019-05-03 11:00:00,W,0.0,23.5,Zachmurzenie,19.7,275.0,11.6,9.7,54.0,64.0
2019-05-03 12:00:00,W,0.0,23.8,Zachmurzenie,20.2,275.0,12.6,10.0,47.0,65.0
2019-05-03 13:00:00,W,0.0,23.0,Zachmurzenie,19.7,275.0,12.3,10.0,47.0,58.0
2019-05-03 14:00:00,W,0.0,22.3,Częściowe zachmurzenie,19.2,275.0,12.0,10.0,46.0,51.0
2019-05-03 15:00:00,W,0.0,21.6,Częściowe zachmurzenie,18.7,276.0,11.7,10.0,46.0,45.0
2019-05-03 16:00:00,W,0.0,21.2,Częściowe zachmurzenie,17.5,274.0,10.6,10.0,50.0,40.0
2019-05-03 17:00:00,W,0.0,20.9,Częściowe zachmurzenie,16.3,273.0,9.5,10.0,53.0,36.0
2019-05-03 18:00:00,W,0.0,20.5,Częściowe zachmurzenie,15.1,272.0,8.4,10.0,57.0,31.0
2019-05-03 19:00:00,W,0.0,19.9,Częściowe zachmurzenie,13.9,267.0,7.6,10.0,60.0,30.0
2019-05-03 20:00:00,W,0.0,19.3,Częściowe zachmurzenie,12.7,263.0,6.7,10.0,64.0,28.0
2019-05-03 21:00:00,WSW,0.0,18.7,Częściowe zachmurzenie,11.5,258.0,5.9,10.0,67.0,27.0
2019-05-03 22:00:00,WSW,0.0,18.4,Częściowe zachmurzenie,11.3,256.0,5.7,10.0,68.0,34.0
2019-05-03 23:00:00,WSW,0.0,18.0,Częściowe zachmurzenie,11.0,253.0,5.5,10.0,68.0,41.0
2019-05-04 00:00:00,WSW,0.0,17.6,Częściowe zachmurzenie,10.8,250.0,5.3,10.0,69.0,47.0
2019-05-04 01:00:00,WSW,0.0,16.1,Częściowe zachmurzenie,10.0,241.0,5.6,10.0,68.0,48.0
2019-05-04 02:00:00,SW,0.0,14.5,Częściowe zachmurzenie,9.1,233.0,5.8,10.0,66.0,49.0
2019-05-04 03:00:00,SW,0.0,13.0,Częściowe zachmurzenie,8.3,224.0,6.1,10.0,65.0,50.0
2019-05-04 04:00:00,SW,0.0,13.2,Częściowe zachmurzenie,9.1,224.0,7.0,10.0,63.0,49.0
2019-05-04 05:00:00,SW,0.0,13.4,Częściowe zachmurzenie,10.0,225.0,7.8,10.0,61.0,48.0
2019-05-04 06:00:00,SW,0.0,13.7,Częściowe zachmurzenie,10.8,226.0,8.7,10.0,59.0,48.0
2019-05-04 07:00:00,SW,0.0,14.6,Częściowe zachmurzenie,11.9,228.0,9.7,10.0,54.0,55.0
2019-05-04 08:00:00,SW,0.0,15.6,Zachmurzenie,13.0,230.0,10.7,10.0,50.0,62.0
2019-05-04 09:00:00,SW,0.0,16.6,Zachmurzenie,14.0,232.0,11.7,10.0,45.0,69.0
2019-05-04 10:00:00,SW,0.0,16.4,Zachmurzenie,14.0,227.0,12.4,10.0,44.0,61.0
2019-05-04 11:00:00,SW,0.0,16.3,Częściowe zachmurzenie,14.0,222.0,13.1,10.0,42.0,54.0
2019-05-04 12:00:00,SW,0.0,16.2,Częściowe zachmurzenie,14.0,217.0,13.8,10.0,41.0,47.0
2019-05-04 13:00:00,SSW,0.0,16.0,Częściowe zachmurzenie,13.8,209.0,13.9,10.0,42.0,48.0
2019-05-04 14:00:00,SSW,0.0,15.7,Częściowe zachmurzenie,13.6,202.0,13.9,10.0,42.0,49.0
2019-05-04 15:00:00,SSW,0.0,15.5,Częściowe zachmurzenie,13.3,194.0,14.0,10.0,43.0,50.0
2019-05-04 16:00:00,S,0.0,15.8,Częściowe zachmurzenie,12.6,187.0,12.8,10.0,48.0,51.0
2019-05-04 17:00:00,S,0.0,16.2,Częściowe zachmurzenie,11.9,179.0,11.6,10.0,54.0,52.0
2019-05-04 18:00:00,S,0.0,16.6,Częściowe zachmurzenie,11.2,171.0,10.4,10.0,59.0,53.0
2019-05-04 19:00:00,SSW,0.0,16.3,Częściowe zachmurzenie,10.9,206.0,9.8,10.0,63.0,48.0
2019-05-04 20:00:00,WSW,0.0,16.1,Częściowe zachmurzenie,10.7,241.0,9.3,10.0,67.0,43.0
2019-05-04 21:00:00,W,0.0,15.8,Częściowe zachmurzenie,10.4,276.0,8.7,10.0,71.0,38.0
2019-05-04 22:00:00,WNW,0.0,18.5,Częściowe zachmurzenie,12.8,299.0,7.7,10.0,76.0,48.0
2019-05-04 23:00:00,NW,0.0,21.1,Zachmurzenie,15.2,321.0,6.7,10.0,81.0,57.0
2019-05-05 00:00:00,NNW,0.0,23.8,Zachmurzenie,17.6,344.0,5.7,10.0,85.0,67.0
2019-05-05 01:00:00,NNW,0.0,24.1,Zachmurzenie,17.6,347.0,5.1,7.3,85.0,78.0
2019-05-05 02:00:00,N,0.1,24.5,Lekka mżawka,17.6,351.0,4.5,4.7,85.0,89.0
2019-05-05 03:00:00,N,0.1,24.8,Lekka mżawka,17.6,354.0,3.9,2.0,86.0,100.0
2019-05-05 04:00:00,W,0.0,23.9,Lekka mżawka,17.4,276.0,4.6,2.0,82.0,100.0
2019-05-05 05:00:00,SSW,0.1,22.9,Lekka mżawka,17.2,198.0,5.2,2.0,78.0,100.0
2019-05-05 06:00:00,ESE,0.1,22.0,Lekka mżawka,16.9,120.0,5.9,2.0,74.0,100.0
2019-05-05 07:00:00,E,0.0,21.4,Lekka mżawka,16.9,81.0,7.0,4.7,70.0,88.0
2019-05-05 08:00:00,NE,0.0,20.8,Zachmurzenie,16.9,42.0,8.2,7.3,65.0,77.0
2019-05-05 09:00:00,N,0.0,20.2,Zachmurzenie,16.9,3.0,9.3,10.0,60.0,65.0
2019-05-05 10:00:00,N,0.0,19.8,Zachmurzenie,16.8,4.0,10.2,10.0,56.0,55.0
2019-05-05 11:00:00,N,0.0,19.4,Częściowe zachmurzenie,16.7,4.0,11.2,10.0,52.0,44.0
2019-05-05 12:00:00,N,0.0,19.1,Częściowe zachmurzenie,16.6,5.0,12.1,10.0,48.0,33.0
2019-05-05 13:00:00,N,0.0,19.1,Częściowe zachmurzenie,16.4,7.0,11.9,10.0,48.0,29.0
2019-05-05 14:00:00,N,0.0,19.1,Słoneczny,16.3,9.0,11.6,10.0,47.0,24.0
2019-05-05 15:00:00,N,0.0,19.1,Słoneczny,16.2,10.0,11.4,10.0,47.0,19.0
2019-05-05 16:00:00,NNE,0.0,19.2,Słoneczny,15.2,14.0,10.2,10.0,51.0,29.0
2019-05-05 17:00:00,NNE,0.0,19.3,Częściowe zachmurzenie,14.3,17.0,9.0,10.0,54.0,39.0
2019-05-05 18:00:00,NNE,0.0,19.4,Częściowe zachmurzenie,13.3,21.0,7.8,10.0,58.0,48.0
2019-05-05 19:00:00,NNE,0.0,21.1,Częściowe zachmurzenie,14.0,19.0,7.1,10.0,59.0,48.0
2019-05-05 20:00:00,NNE,0.0,22.8,Częściowe zachmurzenie,14.8,17.0,6.5,10.0,60.0,48.0
2019-05-05 21:00:00,NNE,0.0,24.5,Częściowe zachmurzenie,15.5,15.0,5.8,10.0,61.0,47.0
2019-05-05 22:00:00,NNE,0.0,24.2,Częściowe zachmurzenie,15.5,13.0,5.1,10.0,62.0,47.0
2019-05-05 23:00:00,NNE,0.0,24.0,Częściowe zachmurzenie,15.5,11.0,4.4,10.0,63.0,47.0
2019-05-06 00:00:00,N,0.0,23.8,Częściowe zachmurzenie,15.5,8.0,3.7,10.0,64.0,47.0
2019-05-06 01:00:00,N,0.0,22.7,Częściowe zachmurzenie,14.8,7.0,3.0,10.0,64.0,37.0
2019-05-06 02:00:00,N,0.0,21.6,Bezchmurnie,14.0,6.0,2.4,10.0,64.0,28.0
2019-05-06 03:00:00,N,0.0,20.5,Bezchmurnie,13.3,5.0,1.7,10.0,64.0,19.0
2019-05-06 04:00:00,N,0.0,19.6,Bezchmurnie,13.3,4.0,3.2,10.0,60.0,23.0
2019-05-06 05:00:00,N,0.0,18.6,Częściowe zachmurzenie,13.3,3.0,4.8,10.0,55.0,28.0
2019-05-06 06:00:00,N,0.0,17.6,Częściowe zachmurzenie,13.3,3.0,6.3,10.0,51.0,33.0
2019-05-06 07:00:00,E,0.0,18.0,Częściowe zachmurzenie,14.3,80.0,7.6,10.0,47.0,38.0
2019-05-06 08:00:00,SSE,0.0,18.4,Częściowe zachmurzenie,15.2,158.0,9.0,10.0,44.0,43.0
2019-05-06 09:00:00,SW,0.0,18.7,Częściowe zachmurzenie,16.2,235.0,10.3,10.0,40.0,49.0
2019-05-06 10:00:00,W,0.0,19.0,Częściowe zachmurzenie,16.4,271.0,11.2,10.0,39.0,42.0
2019-05-06 11:00:00,NW,0.0,19.2,Częściowe zachmurzenie,16.7,306.0,12.0,10.0,39.0,34.0
2019-05-06 12:00:00,NNW,0.0,19.4,Częściowe zachmurzenie,16.9,342.0,12.9,10.0,38.0,27.0
2019-05-06 13:00:00,NNW,0.0,19.3,Częściowe zachmurzenie,16.6,339.0,13.0,10.0,39.0,26.0
2019-05-06 14:00:00,NNW,0.0,19.2,Słoneczny,16.2,336.0,13.1,10.0,40.0,25.0
2019-05-06 15:00:00,NNW,0.0,19.1,Słoneczny,15.8,334.0,13.2,10.0,42.0,24.0
2019-05-06 16:00:00,NNW,0.0,18.6,Słoneczny,14.5,330.0,12.2,10.0,45.0,33.0
2019-05-06 17:00:00,NNW,0.0,18.1,Częściowe zachmurzenie,13.2,326.0,11.1,10.0,49.0,42.0
2019-05-06 18:00:00,NW,0.0,17.6,Częściowe zachmurzenie,11.9,322.0,10.1,10.0,53.0,50.0
2019-05-06 19:00:00,NW,0.0,17.8,Częściowe zachmurzenie,11.6,317.0,9.5,10.0,55.0,54.0
2019-05-06 20:00:00,NW,0.0,17.9,Częściowe zachmurzenie,11.4,312.0,8.9,10.0,57.0,58.0
2019-05-06 21:00:00,NW,0.0,18.0,Częściowe zachmurzenie,11.2,307.0,8.3,10.0,59.0,62.0
2019-05-06 22:00:00,NW,0.0,17.3,Częściowe zachmurzenie,10.7,312.0,7.4,10.0,62.0,62.0
2019-05-06 23:00:00,NW,0.0,16.6,Częściowe zachmurzenie,10.2,317.0,6.6,10.0,65.0,62.0
2019-05-07 00:00:00,NW,0.0,15.8,Częściowe zachmurzenie,9.7,322.0,5.7,10.0,68.0,61.0
2019-05-07 01:00:00,NW,0.0,16.8,Częściowe zachmurzenie,10.2,319.0,5.1,10.0,71.0,45.0
2019-05-07 02:00:00,NW,0.0,17.8,Bezchmurnie,10.7,315.0,4.5,10.0,73.0,29.0
2019-05-07 03:00:00,NW,0.0,18.7,Bezchmurnie,11.2,312.0,3.9,10.0,76.0,12.0
2019-05-07 04:00:00,NW,0.0,19.2,Bezchmurnie,12.6,313.0,5.5,10.0,72.0,12.0
2019-05-07 05:00:00,NW,0.0,19.7,Słoneczny,14.0,314.0,7.1,10.0,69.0,12.0
2019-05-07 06:00:00,NW,0.0,20.2,Słoneczny,15.5,315.0,8.7,10.0,65.0,11.0
2019-05-07 07:00:00,NW,0.0,20.5,Słoneczny,16.4,314.0,9.7,10.0,61.0,25.0
2019-05-07 08:00:00,NW,0.0,20.9,Częściowe zachmurzenie,17.4,313.0,10.8,10.0,58.0,40.0
2019-05-07 09:00:00,NW,0.0,21.2,Częściowe zachmurzenie,18.4,311.0,11.8,10.0,54.0,54.0
2019-05-07 10:00:00,NW,0.0,21.6,Częściowe zachmurzenie,18.7,309.0,12.4,9.7,52.0,49.0
2019-05-07 11:00:00,NW,0.1,22.0,Możliwe przelotne deszcze,19.1,308.0,13.0,9.3,49.0,44.0
2019-05-07 12:00:00,NW,0.1,22.3,Możliwe przelotne deszcze,19.4,306.0,13.6,9.0,47.0,39.0
2019-05-07 13:00:00,NW,0.0,22.1,Możliwe przelotne deszcze,19.2,306.0,13.5,9.3,46.0,34.0
2019-05-07 14:00:00,NW,0.0,21.8,Słoneczny,19.0,306.0,13.3,9.7,45.0,29.0
2019-05-07 15:00:00,NW,0.0,21.6,Słoneczny,18.7,306.0,13.2,10.0,44.0,24.0
2019-05-07 16:00:00,NW,0.0,20.6,Słoneczny,16.9,306.0,11.6,10.0,48.0,19.0
2019-05-07 17:00:00,NW,0.0,19.7,Słoneczny,15.1,305.0,10.0,10.0,52.0,13.0
2019-05-07 18:00:00,NW,0.0,18.7,Słoneczny,13.3,304.0,8.4,10.0,56.0,8.0
2019-05-07 19:00:00,WNW,0.0,17.3,Słoneczny,11.8,296.0,7.5,10.0,58.0,9.0
2019-05-07 20:00:00,WNW,0.0,15.8,Słoneczny,10.2,289.0,6.5,10.0,60.0,10.0
2019-05-07 21:00:00,WNW,0.0,14.4,Bezchmurnie,8.6,281.0,5.6,10.0,61.0,12.0
2019-05-07 22:00:00,WNW,0.0,12.0,Bezchmurnie,7.1,288.0,5.1,10.0,63.0,15.0
2019-05-07 23:00:00,WNW,0.0,9.6,Bezchmurnie,5.5,296.0,4.7,10.0,65.0,17.0
2019-05-08 00:00:00,WNW,0.0,7.2,Bezchmurnie,4.0,303.0,4.2,10.0,67.0,20.0
2019-05-08 01:00:00,W,0.0,6.4,Bezchmurnie,3.6,267.0,3.8,10.0,69.0,21.0
2019-05-08 02:00:00,SW,0.0,5.5,Bezchmurnie,3.2,232.0,3.4,10.0,70.0,23.0
2019-05-08 03:00:00,SSW,0.0,4.7,Bezchmurnie,2.9,196.0,3.0,10.0,72.0,24.0
2019-05-08 04:00:00,S,0.0,5.2,Bezchmurnie,3.6,185.0,5.0,10.0,66.0,24.0
2019-05-08 05:00:00,S,0.0,5.6,Słoneczny,4.3,174.0,6.9,10.0,61.0,24.0
2019-05-08 06:00:00,SSE,0.0,6.1,Słoneczny,5.0,163.0,8.9,10.0,56.0,24.0
2019-05-08 07:00:00,SSE,0.0,6.8,Słoneczny,5.8,166.0,10.2,10.0,51.0,33.0
2019-05-08 08:00:00,S,0.0,7.6,Częściowe zachmurzenie,6.5,169.0,11.6,10.0,46.0,42.0
2019-05-08 09:00:00,S,0.0,8.3,Częściowe zachmurzenie,7.2,173.0,12.9,10.0,42.0,51.0
2019-05-08 10:00:00,S,0.0,9.1,Częściowe zachmurzenie,7.9,171.0,13.2,10.0,42.0,55.0
2019-05-08 11:00:00,S,0.0,10.0,Zachmurzenie,8.6,169.0,13.5,10.0,42.0,60.0
2019-05-08 12:00:00,SSE,0.0,10.8,Zachmurzenie,9.4,167.0,13.8,10.0,43.0,64.0
2019-05-08 13:00:00,SSE,0.0,12.4,Zachmurzenie,10.4,161.0,13.8,10.0,44.0,58.0
2019-05-08 14:00:00,SSE,0.0,13.9,Częściowe zachmurzenie,11.5,156.0,13.8,10.0,46.0,52.0
2019-05-08 15:00:00,SSE,0.0,15.5,Częściowe zachmurzenie,12.6,151.0,13.8,10.0,48.0,46.0
2019-05-08 16:00:00,SE,0.0,18.4,Częściowe zachmurzenie,13.9,145.0,12.5,10.0,53.0,37.0
