Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,DATE
9:00 PM,55ʡF,45ʡF,67ʡ%,ESE,15ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-29
9:30 PM,55ʡF,45ʡF,67ʡ%,ESE,15ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-29
10:00 PM,55ʡF,45ʡF,67ʡ%,SE,16ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-29
10:30 PM,55ʡF,45ʡF,67ʡ%,SE,16ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-29
11:00 PM,55ʡF,45ʡF,67ʡ%,ESE,15ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-29
11:30 PM,55ʡF,45ʡF,67ʡ%,ESE,13ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-29
12:00 AM,54ʡF,45ʡF,72ʡ%,ESE,13ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
12:30 AM,54ʡF,45ʡF,72ʡ%,ESE,13ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
1:00 AM,54ʡF,45ʡF,72ʡ%,SE,13ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Fair,2021-09-30
1:30 AM,54ʡF,45ʡF,72ʡ%,SE,13ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Fair,2021-09-30
2:00 AM,54ʡF,45ʡF,72ʡ%,SE,10ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Fair,2021-09-30
2:30 AM,52ʡF,45ʡF,76ʡ%,SE,12ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Fair,2021-09-30
3:00 AM,52ʡF,45ʡF,76ʡ%,SE,10ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
3:30 AM,52ʡF,45ʡF,76ʡ%,SE,12ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
4:00 AM,52ʡF,45ʡF,76ʡ%,SE,12ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
4:30 AM,52ʡF,45ʡF,76ʡ%,SE,12ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
5:00 AM,50ʡF,46ʡF,87ʡ%,SE,8ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Light Rain,2021-09-30
5:30 AM,48ʡF,46ʡF,93ʡ%,ESE,7ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Light Rain,2021-09-30
6:00 AM,48ʡF,46ʡF,93ʡ%,SE,7ʡmph,0ʡmph,29.83ʡin,0.0ʡin,Light Rain,2021-09-30
6:30 AM,48ʡF,46ʡF,93ʡ%,ESE,7ʡmph,0ʡmph,29.83ʡin,0.0ʡin,Light Rain,2021-09-30
7:00 AM,50ʡF,46ʡF,87ʡ%,SE,7ʡmph,0ʡmph,29.83ʡin,0.0ʡin,Light Rain,2021-09-30
7:30 AM,50ʡF,46ʡF,87ʡ%,SE,7ʡmph,0ʡmph,29.83ʡin,0.0ʡin,Light Rain,2021-09-30
8:00 AM,50ʡF,46ʡF,87ʡ%,SE,6ʡmph,0ʡmph,29.86ʡin,0.0ʡin,Light Rain,2021-09-30
8:30 AM,50ʡF,48ʡF,94ʡ%,SSE,6ʡmph,0ʡmph,29.86ʡin,0.0ʡin,Light Rain,2021-09-30
9:00 AM,50ʡF,48ʡF,94ʡ%,SSE,6ʡmph,0ʡmph,29.86ʡin,0.0ʡin,Light Rain,2021-09-30
9:30 AM,50ʡF,48ʡF,94ʡ%,SSE,6ʡmph,0ʡmph,29.86ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
10:00 AM,52ʡF,50ʡF,94ʡ%,SSE,3ʡmph,0ʡmph,29.86ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
10:30 AM,52ʡF,50ʡF,94ʡ%,S,3ʡmph,0ʡmph,29.89ʡin,0.0ʡin,Cloudy,2021-09-30
11:00 AM,52ʡF,50ʡF,94ʡ%,VAR,2ʡmph,0ʡmph,29.89ʡin,0.0ʡin,Light Drizzle,2021-09-30
11:30 AM,54ʡF,52ʡF,94ʡ%,WNW,9ʡmph,0ʡmph,29.89ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
12:00 PM,57ʡF,54ʡF,88ʡ%,WNW,6ʡmph,0ʡmph,29.89ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
12:30 PM,57ʡF,54ʡF,88ʡ%,W,8ʡmph,0ʡmph,29.89ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
1:00 PM,55ʡF,52ʡF,88ʡ%,W,10ʡmph,0ʡmph,29.89ʡin,0.0ʡin,Mostly Cloudy,2021-09-30
1:30 PM,55ʡF,50ʡF,82ʡ%,W,8ʡmph,0ʡmph,29.92ʡin,0.0ʡin,Light Rain,2021-09-30
2:00 PM,55ʡF,52ʡF,88ʡ%,W,6ʡmph,0ʡmph,29.92ʡin,0.0ʡin,Light Rain,2021-09-30
2:30 PM,55ʡF,52ʡF,88ʡ%,W,7ʡmph,0ʡmph,29.92ʡin,0.0ʡin,Light Rain,2021-09-30
3:00 PM,54ʡF,50ʡF,88ʡ%,W,5ʡmph,0ʡmph,29.92ʡin,0.0ʡin,Fair,2021-09-30
3:30 PM,55ʡF,50ʡF,82ʡ%,WSW,3ʡmph,0ʡmph,29.92ʡin,0.0ʡin,Fair,2021-09-30
4:00 PM,55ʡF,50ʡF,82ʡ%,VAR,2ʡmph,0ʡmph,29.92ʡin,0.0ʡin,Fair,2021-09-30
4:30 PM,55ʡF,52ʡF,88ʡ%,S,3ʡmph,0ʡmph,29.92ʡin,0.0ʡin,Fair,2021-09-30
5:00 PM,55ʡF,50ʡF,82ʡ%,WSW,3ʡmph,0ʡmph,29.92ʡin,0.0ʡin,Fair,2021-09-30
5:30 PM,54ʡF,48ʡF,82ʡ%,W,6ʡmph,0ʡmph,29.92ʡin,0.0ʡin,Fair,2021-09-30
6:00 PM,54ʡF,46ʡF,77ʡ%,W,5ʡmph,0ʡmph,29.94ʡin,0.0ʡin,Fair,2021-09-30
6:30 PM,52ʡF,48ʡF,88ʡ%,WSW,2ʡmph,0ʡmph,29.94ʡin,0.0ʡin,Fair,2021-09-30
7:00 PM,50ʡF,48ʡF,94ʡ%,WSW,2ʡmph,0ʡmph,29.94ʡin,0.0ʡin,Fair,2021-09-30
7:30 PM,50ʡF,48ʡF,94ʡ%,SSW,2ʡmph,0ʡmph,29.94ʡin,0.0ʡin,Fair,2021-09-30
8:00 PM,50ʡF,48ʡF,94ʡ%,SSE,3ʡmph,0ʡmph,29.94ʡin,0.0ʡin,Fair,2021-09-30
8:30 PM,50ʡF,48ʡF,94ʡ%,S,2ʡmph,0ʡmph,29.94ʡin,0.0ʡin,Fair,2021-09-30
9:00 PM,50ʡF,48ʡF,94ʡ%,VAR,1ʡmph,0ʡmph,29.94ʡin,0.0ʡin,Fair,2021-09-30
9:30 PM,50ʡF,48ʡF,94ʡ%,SSE,3ʡmph,0ʡmph,29.94ʡin,0.0ʡin,Shallow Fog,2021-09-30
10:00 PM,48ʡF,46ʡF,93ʡ%,S,2ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Shallow Fog,2021-09-30
10:30 PM,46ʡF,46ʡF,100ʡ%,SE,3ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Mist,2021-09-30
11:00 PM,46ʡF,46ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Mist,2021-09-30
11:30 PM,45ʡF,43ʡF,93ʡ%,VAR,1ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-09-30
12:00 AM,45ʡF,45ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
12:30 AM,46ʡF,45ʡF,93ʡ%,ESE,2ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Mist,2021-10-01
1:00 AM,45ʡF,45ʡF,100ʡ%,ESE,2ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
1:30 AM,43ʡF,43ʡF,100ʡ%,ESE,2ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
2:00 AM,43ʡF,43ʡF,100ʡ%,VAR,1ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
2:30 AM,41ʡF,41ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
3:00 AM,39ʡF,39ʡF,100ʡ%,VAR,1ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
3:30 AM,41ʡF,41ʡF,100ʡ%,VAR,2ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
4:00 AM,39ʡF,39ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
4:30 AM,39ʡF,39ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
5:00 AM,41ʡF,41ʡF,100ʡ%,SE,3ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
5:30 AM,37ʡF,37ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
6:00 AM,37ʡF,37ʡF,100ʡ%,VAR,1ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fog,2021-10-01
6:30 AM,39ʡF,39ʡF,100ʡ%,SSE,5ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Mist,2021-10-01
7:00 AM,39ʡF,37ʡF,93ʡ%,SSE,6ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Fog,2021-10-01
7:30 AM,37ʡF,37ʡF,100ʡ%,SE,6ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Mist,2021-10-01
8:00 AM,41ʡF,41ʡF,100ʡ%,SE,3ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Fair,2021-10-01
8:30 AM,43ʡF,43ʡF,100ʡ%,SE,7ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Mist,2021-10-01
9:00 AM,45ʡF,45ʡF,100ʡ%,SE,6ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Fog,2021-10-01
9:30 AM,46ʡF,46ʡF,100ʡ%,ESE,6ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Mist,2021-10-01
10:00 AM,48ʡF,46ʡF,93ʡ%,E,6ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Fog,2021-10-01
10:30 AM,50ʡF,48ʡF,94ʡ%,ESE,6ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Mist,2021-10-01
11:00 AM,50ʡF,48ʡF,94ʡ%,SE,7ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Mist,2021-10-01
11:30 AM,52ʡF,50ʡF,94ʡ%,SSE,8ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Mostly Cloudy,2021-10-01
12:00 PM,54ʡF,50ʡF,88ʡ%,ESE,6ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Fair,2021-10-01
12:30 PM,55ʡF,50ʡF,82ʡ%,SE,6ʡmph,0ʡmph,30.00ʡin,0.0ʡin,Fair,2021-10-01
1:00 PM,57ʡF,50ʡF,77ʡ%,SE,7ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fair,2021-10-01
1:30 PM,57ʡF,50ʡF,77ʡ%,SE,7ʡmph,0ʡmph,29.97ʡin,0.0ʡin,Fair,2021-10-01
